# ===========================================================================
#
#                            PUBLIC DOMAIN NOTICE
#               National Center for Biotechnology Information
#
#  This software/database is a "United States Government Work" under the
#  terms of the United States Copyright Act.  It was written as part of
#  the author's official duties as a United States Government employee and
#  thus cannot be copyrighted.  This software/database is freely available
#  to the public for use. The National Library of Medicine and the U.S.
#  Government have not placed any restriction on its use or reproduction.
#
#  Although all reasonable efforts have been taken to ensure the accuracy
#  and reliability of the software and data, the NLM and the U.S.
#  Government do not and cannot warrant the performance or results that
#  may be obtained by using this software or data. The NLM and the U.S.
#  Government disclaim all warranties, express or implied, including
#  warranties of performance, merchantability or fitness for any particular
#  purpose.
#
#  For daily update, we screen the search results of this PubMed query:
#  "coronavirus"[All Fields] OR "ncov"[All Fields] OR "cov"[All Fields] OR
#  "2019-nCoV"[All Fields] OR "COVID-19"[All Fields] OR "SARS-CoV-2"[All Fields].
#  Relevant articles are identified and curated with assistance from an automated
#  machine-learning and text-classification algorithm.
#
#  Please cite the authors in any work or product based on this material :
#
#  Chen Q, Allot A, & Lu Z. (2020) Keep up with the latest coronavirus research, Nature 579:193
#
# ==========================================================================
pmid	title	journal
32502685	Risk of COVID-19 pneumonia in aquatic mammals.	Environ Res
32502682	Impact of COVID-19 on Peripheral Arterial Disease Treatment.	Ann Vasc Surg
32502664	Air Pollution and temperature are associated with increased COVID-19 incidence: a time series study.	Int J Infect Dis
32502662	Early characteristics of the COVID-19 outbreak predict the subsequent epidemic size.	Int J Infect Dis
32502659	Potential role of statins in COVID-19.	Int J Infect Dis
32502646	Comparison of diagnostic accuracies of rapid serological tests and ELISA to molecular diagnostics in patients with suspected COVID-19 presenting to the hospital.	Clin Microbiol Infect
32502645	New onset anosmia and ageusia in adult patients diagnosed with SARS-CoV-2.	Clin Microbiol Infect
32502644	Excretion of Sars-Cov-2 in human breastmilk samples.	Clin Microbiol Infect
32502643	Invasive pulmonary aspergillosis in severe COVID-19 pneumonia.	Clin Microbiol Infect
32502640	Optimising effectiveness of health care and value of clinical trials in the COVID -19 outbreak.	Pharmacol Res
32502638	Databases for facilitating mechanistic investigations of traditional Chinese medicines against COVID-19.	Pharmacol Res
32502616	Co-expression of SARS-CoV-2 entry genes in the superficial adult human conjunctival, limbal and corneal epithelium suggests an additional route of entry via the ocular surface.	Ocul Surf
32502614	Cautious handling of urine from moderate to severe COVID-19 patients.	Am J Infect Control
32502597	The War We Call COVID-19: A Letter From the Front in New York.	Am J Kidney Dis
32502594	Prevention, diagnosis and treatment of venous thromboembolism in patients with COVID-19: CHEST Guideline and Expert Panel Report.	Chest
32502585	CHILBLAIN-LIKE ACRAL LESIONS DURING THE COVID-19 PANDEMIC ("COVID TOES"): HISTOLOGIC, IMMUNOFLUORESCENCE AND IMMUNOHISTOCHEMICAL STUDY OF 17 CASES.	J Am Acad Dermatol
32502581	COVID-19 and non-traditional mask use: How do various materials compare in reducing the infection risk for mask wearers?	J Hosp Infect
32502551	Clinical features of familial clustering in patients infected with 2019 novel coronavirus in Wuhan, China.	Virus Res
32502542	The immune system and COVID-19: Friend or foe?	Life Sci
32502537	Deploying Medical Students to Combat Misinformation During the COVID-19 Pandemic.	Acad Pediatr
32502535	Virtual Cafes: An Innovative Way for Rapidly Disseminating Educational Best Practices and Building Community During COVID-19.	Acad Pediatr
32502534	Medical Student Development of K-12 Educational Resources During the COVID-19 Pandemic.	Acad Pediatr
32502524	Tocilizumab administration in a refractory case of COVID-19.	Int J Antimicrob Agents
32502522	Use of Renin-Angiotensin System Blockers During the COVID-19 Pandemic: Early Guidance and Evolving Evidence.	Can J Cardiol
32502510	SARS-CoV-2: is the liver merely a bystander to severe disease?	J Hepatol
32502509	The association between severe or death COVID-19 and autoimmune disease: a systematic review and meta-analysis.	J Infect
32502485	Hydroxychloroquine for Coronavirus: The Urgent Need for a Moratorium on Prescriptions.	Am J Med
32502468	Global mental health and COVID-19.	Lancet Psychiatry
32502467	Says who? The significance of sampling in mental health surveys during COVID-19.	Lancet Psychiatry
32502442	COVID-19 and cancer care in Bermuda.	Lancet Oncol
32502440	Initiation of the Global Coalition for Radiotherapy during the COVID-19 pandemic.	Lancet Oncol
32502434	COVID-19 and the US health insurance conundrum.	Lancet Oncol
32502430	COVID-19 and essential pregnant worker policies.	Lancet Infect Dis
32502397	What Is Cell Stem Cell Doing to Support the Global Stem Cell Community during the COVID-19 Pandemic?	Cell Stem Cell
32502389	Effects of non-pharmaceutical interventions on COVID-19 cases, deaths, and demand for hospital services in the UK: a modelling study.	Lancet Public Health
32502388	Unlocking UK COVID-19 policy.	Lancet Public Health
32502370	Challenges faced by patients with morphea in the era of SARS-CoV-2.	J Dermatolog Treat
32502334	False Negative Tests for SARS-CoV-2 Infection - Challenges and Implications.	N Engl J Med
32502333	Practical Guidelines for Collection, Manipulation and Inactivation of SARS-CoV-2 and COVID-19 Clinical Specimens.	Curr Protoc Cytom
32502331	Comparison of confirmed COVID-19 with SARS and MERS cases - Clinical characteristics, laboratory findings, radiographic signs and outcomes: A systematic review and meta-analysis.	Rev Med Virol
32502327	Estimated Inactivation of Coronaviruses by Solar Radiation With Special Reference to COVID-19.	Photochem Photobiol
32502319	"Not Wars, Water pumps" - From emotive to rational language in managing the Covid-19 pandemic.	Int J Clin Pract
32502318	The Aftermath of COVID-19 in Dermatology Practice: What's next?	J Cosmet Dermatol
32502316	COVID-19 Infection in Early Post-Operative Period after Liver Transplantation.	Liver Transpl
32502313	Emerging evidence to support not always "Just saying no" to SARS-CoV-2 positive donors.	Am J Transplant
32502303	Rheumatic diseases during pregnancy and SARS-CoV-2: An appeal for medication adherence.	Int J Gynaecol Obstet
32502296	SARS-CoV2 as a potential trigger of neurodegenerative diseases.	Mov Disord
32502292	Aligning Student-Led Initiatives and Incident Command System Resources in a Pandemic.	Med Educ
32502289	SARS-CoV-2 as a trigger of neurodegeneration: thinking ahead.	Mov Disord
32502288	Melanoma defies 'lockdown': ongoing detection during Covid-19 in central London.	Clin Exp Dermatol
32502282	Zooming-Out COVID: Virtual Clinical Experiences in an Emergency Medicine Clerkship.	Med Educ
32502281	Peaceful Goodbyes: Providing End-of-Life Care to Patients with COVID-19.	J Am Geriatr Soc
32502274	Estimating COVID-19 outbreak risk through air travel.	J Travel Med
32502263	100 Days of COVID-19 Prevention and Control in China.	Clin Infect Dis
32502262	Exposure to SARS-CoV-2 in a high transmission setting increases the risk of severe COVID-19 compared to exposure to a low transmission setting?	J Travel Med
32502261	Emergency hospital admissions and interventional treatments for heart failure and cardiac arrhythmias in Germany during the Covid-19 outbreak Insights from the German-wide Helios hospital network.	Eur Heart J Qual Care Clin Outcomes
32502255	Letter: COVID-19 and human reproduction: hypothesis need to be investigated.	Mol Hum Reprod
32502247	Inverse association between chronic hepatitis B infection and COVID-19: immune-exhaustion or coincidence?	Clin Infect Dis
32502239	Reply: COVID-19 and human reproduction: hypothesis need to be investigated.	Mol Hum Reprod
32502233	Tuberculosis Healthcare Workers: There Goes My Hero.	Clin Infect Dis
32502135	Reduced monocytic HLA-DR expression indicates immunosuppression in critically ill COVID-19 patients.	Anesth Analg
32502134	Justification of the Safety and Efficacy of Angiotensin II for the Treatment of SARS-CoV-Induced Shock.	Anesth Analg
32502132	Airway management in the operating room and interventional suites in known or suspected COVID-19 adult patients: a practical review.	Anesth Analg
32502128	COVID-19-Associated Myocarditis in an Adolescent.	Pediatr Infect Dis J
32502121	Reply to "Protecting against COVID-19 aerosol infection during intubation".	J Chin Med Assoc
32502119	Hospital visiting policies in the time of coronavirus disease 2019: A nationwide website survey in Taiwan.	J Chin Med Assoc
32502118	Deployment of a computerized ward visitor registration system in coronavirus disease 2019 epidemic: Experiences of a large academic medical center in Taiwan.	J Chin Med Assoc
32502117	Coronavirus disease 2019 in children: Current status.	J Chin Med Assoc
32502116	Hunting severe acute respiratory syndrome coronavirus 2 (2019 novel coronavirus): From laboratory testing back to basic research.	J Chin Med Assoc
32502107	How to Produce Cheap and Easy Custom-Made Sterilizable Filtering Facepiece 2/3 Masks for Healthcare Providers During Pandemic COVID-19 Emergency.	J Craniofac Surg
32502097	Angiotensin-converting enzyme inhibitors, angiotensin II type 1 receptor blockers and risk of COVID 19: information from Bartter's and Gitelman's syndromes patients.	J Hypertens
32502096	Are COVID-19 patients with hypertension at higher risk in China?	J Hypertens
32502092	Commercial Transport During a Pandemic: Network Analysis to Reconcile COVID-19 Diffusion and Vital Supply Chain Resilience.	J Occup Environ Med
32502091	Incidental CT Findings Suspicious for COVID-19-Associated Pneumonia on Nuclear Medicine Examinations: Recognition and Management Plan.	Clin Nucl Med
32502054	A 3-month-old child with COVID-19: A case report.	Medicine (Baltimore)
32502034	The epidemiological characteristics of 2019 novel coronavirus diseases (COVID-19) in Jingmen, Hubei, China.	Medicine (Baltimore)
32502008	The effect of massage on the quality of life in patients recovering from COVID-19: A systematic review protocol.	Medicine (Baltimore)
32502005	The efficacy of masks for influenza-like illness in the community: A protocol for systematic review and meta-analysis.	Medicine (Baltimore)
32501972	Efficacy and safety of Lian-Hua Qing-Wen granule for COVID-2019: A protocol for systematic review and meta-analysis.	Medicine (Baltimore)
32501955	Closed-suction System for Intubated COVID-19 Patients with the Use of an Ultrasound Probe Cover.	Anesthesiology
32501898	COVID-19 and Pediatric Orthopaedics: What's Different?	J Pediatr Orthop
32501887	The Journal of Neurosurgical Anesthesiology, Society for Neuroscience in Anesthesiology and Critical Care and the COVID-19 Pandemic.	J Neurosurg Anesthesiol
32501877	Kinetic patterns of liver enzyme elevation with COVID-19 in the USA.	Eur J Gastroenterol Hepatol
32501876	Implications of COVID-19 for the busy gastroenterologist.	Eur J Gastroenterol Hepatol
32501861	Considering the potential for an increase in chronic pain following the COVID-19 pandemic.	Pain
32501852	Coronavirus disease 2019 and Pneumocystis jirovecii pneumonia: a diagnostic dilemma in HIV.	AIDS
32501851	SARS-CoV-2 infection in a highly experienced person living with HIV.	AIDS
32501850	Potential impact of COVID-19 in people living with HIV: experience from previous 21st century coronaviruses epidemics.	AIDS
32501839	Evaluating the Effects of COVID-19 on Plastic Surgery Emergencies: Protocols and Analysis from a Level I Trauma Center.	Ann Plast Surg
32501825	ECT and COVID-19 in acute inpatient psychiatry: More than clinical issues alone.	J ECT
32501821	Philosophy Problems Become Real During the COVID-19 Pandemic.	J Bone Joint Surg Am
32501820	Orthopaedic Guidelines for the COVID-19 Post-Outbreak Period: Experience from Wuhan, People's Republic of China.	J Bone Joint Surg Am
32501810	ACE2 and TMPRSS2 variants and expression as candidates to sex and country differences in COVID-19 severity in Italy.	Aging (Albany NY)
32501809	COVID-19 Can Catalyze the Modernization of Medical Education.	JMIR Med Educ
32501808	Nature and Diffusion of COVID-19-related Oral Health Information on Chinese Social Media: An Analysis of Tweets on Weibo.	J Med Internet Res
32501807	Virtual Management of Cancer Patients in the Era of COVID-19 Pandemic.	J Med Internet Res
32501806	How COVID-19 public interest in the United States fluctuated: A Google Trends Analysis.	JMIR Public Health Surveill
32501805	COVID-19: Closing the Psychological Treatment Gap during the Pandemic, a Protocol for Implementation and Evaluation of Text4Hope (a Supportive Text Message Program).	JMIR Res Protoc
32501804	Digital Health Strategies To Fight Covid-19 Around The Globe: Challenges And Recommendations.	J Med Internet Res
32501803	Wearable activity trackers for monitoring adherence to home confinement during the Covid-19 pandemic: a worldwide picture.	J Med Internet Res
32501802	COVID-19 Case-initiated contact tracing using anonymous notification techniques.	JMIR Mhealth Uhealth
32501801	Internet Use, Risk Awareness, and Demographic Characteristics Associated with Engagement in Preventive Behaviors and Testing: A Cross-sectional Survey on COVID-19 in the U.S.	J Med Internet Res
32501798	Aquagenic Syringeal Acrokeratoderma from Extensive Water Immersion during the COVID-19 Pandemic Outbreak.	Skinmed
32501789	Psoriasis-COVID 19 Infection: Treatment Options.	Skinmed
32501757	Woundcare4Heroes update: our response to COVID-19 and more.	Br J Community Nurs
32501756	Association of Hydroxychloroquine with QTc Interval in Patients with COVID-19.	Circulation
32501755	Annals On Call - Disparities and COVID-19.	Ann Intern Med
32501754	Historical Insights on Coronavirus Disease 2019 (COVID-19), the 1918 Influenza Pandemic, and Racial Disparities: Illuminating a Path Forward.	Ann Intern Med
32501753	Local Government Efforts to Mitigate the Novel Coronavirus Pandemic among Older Adults.	J Aging Soc Policy
32501751	EXPRESS: Brain ischemic and hemorrhagic complications of COVID-19.	Int J Stroke
32501747	Usefulness of a Telemedicine Tool TELEA in the Management of the COVID-19 Pandemic.	Telemed J E Health
32501731	Cholesterol: A new game player accelerating endothelial injuries caused by SARS-CoV-2?	Am J Physiol Endocrinol Metab
32501665	Retraction: Cardiovascular Disease, Drug Therapy, and Mortality in Covid-19. N Engl J Med. DOI: 10.1056/NEJMoa2007621.	N Engl J Med
32501664	Waiting for Certainty on Covid-19 Antibody Tests - At What Cost?	N Engl J Med
32501663	Putting the Public Back in Public Health - Surveying Symptoms of Covid-19.	N Engl J Med
32501645	Why we should be avoiding periorificial mimetic muscles when injecting tissue fillers.	J Cosmet Dermatol
32501640	On the clinical psychologist's role in the time of COVID-19, with particular reference to experience gained in pediatric oncology.	Psychooncology
32501634	Can Hypericum perforatum (SJW) prevent cytokine storm in COVID-19 patients?	Phytother Res
32501624	Reply to Rapid on-site evaluation and the COVID-19 pandemic.	Cancer Cytopathol
32501607	Selective C-reactive protein (CRP) apheresis for Covid-19 patients suffering from organ damage.	Ther Apher Dial
32501604	Recommendations for management of diabetic foot ulcers during COVID-19 outbreak.	Int Wound J
32501600	Tracheostomy intervention in intubated COVID positive patients: A survey of current clinical practice among ENT surgeons.	Head Neck
32501576	Ancillary considerations for endodontic emergency treatment of Covid-19 positive patients.	Spec Care Dentist
32501565	An Online Clinical Exam for Fellowship Certification during COVID-19 Pandemic.	Med Educ
32501538	A comparative study on the time to achieve negative nucleic acid testing and hospital stays between Danoprevir and Lopinavir/Ritonavir in the treatment of patients with COVID-19.	J Med Virol
32501537	COVID-19 deaths in long term care facilities - a critical piece of the pandemic puzzle.	J Am Geriatr Soc
32501536	Which are the "emergent" dermatologic practices during COVID-19 pandemic? Report from the lockdown in Milan, Italy.	Int J Dermatol
